Date,Hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL,Total Output
1/6/2023,17,9068,4236,5858,861,4,64,20091
1/6/2023,18,9069,4394,5829,941,0,63,20296
1/6/2023,19,9072,4148,5846,866,0,61,19993
1/6/2023,20,9070,3607,5718,803,0,63,19261
1/6/2023,21,9068,3465,5489,778,0,58,18858
1/6/2023,22,9053,3234,4947,836,0,42,18112
1/6/2023,23,9070,2663,4827,649,0,50,17259
1/6/2023,24,9066,2199,4616,731,0,46,16658
1/7/2023,1,9073,1364,4260,720,0,46,15463
1/7/2023,2,9072,1002,4216,713,0,42,15045
1/7/2023,3,9071,776,4321,694,0,40,14902
1/7/2023,4,9074,758,4143,604,0,39,14618
1/7/2023,5,9072,1034,4197,588,0,40,14931
1/7/2023,6,9067,1205,3991,569,0,38,14870
1/7/2023,7,9068,1669,4040,616,0,45,15438
1/7/2023,8,9067,2124,4145,559,0,48,15943
1/7/2023,9,9067,2170,4579,677,4,45,16542
1/7/2023,10,9060,2465,4743,716,21,36,17041
1/7/2023,11,9063,2814,4731,727,45,38,17418
1/7/2023,12,9058,2897,4635,873,119,44,17626
1/7/2023,13,9061,2806,4687,948,162,44,17708
1/7/2023,14,9057,2617,4799,1007,162,39,17681
1/7/2023,15,9068,2443,5022,790,120,33,17476
1/7/2023,16,9103,2524,5328,565,58,30,17608
1/7/2023,17,9226,2863,5805,456,7,32,18389
1/7/2023,18,9242,3303,5703,433,0,30,18711
1/7/2023,19,9242,3289,5690,448,0,32,18701
1/7/2023,20,9253,3094,5617,491,0,32,18487
1/7/2023,21,9243,3052,5483,338,0,32,18148
1/7/2023,22,9243,2928,5270,261,0,31,17733
1/7/2023,23,9243,2767,4860,215,0,31,17116
1/7/2023,24,9243,2168,4564,169,0,23,16167
1/8/2023,1,9241,1831,4463,180,0,21,15736
1/8/2023,2,9241,1710,4368,116,0,21,15456
1/8/2023,3,9236,1842,4272,124,0,21,15495
1/8/2023,4,9232,2064,4230,128,0,21,15675
1/8/2023,5,9239,1861,4152,147,0,21,15420
1/8/2023,6,9238,1983,3816,160,0,21,15218
1/8/2023,7,9246,2121,4380,143,0,26,15916
1/8/2023,8,9245,2197,4507,173,0,30,16152
1/8/2023,9,9247,2339,4884,235,28,30,16763
1/8/2023,10,9245,2517,5094,257,88,30,17231
1/8/2023,11,9241,2878,5375,213,71,30,17808
1/8/2023,12,9243,3543,5370,225,80,30,18491
1/8/2023,13,9244,3119,5255,272,91,36,18017
1/8/2023,14,9244,2754,5103,323,71,53,17548
1/8/2023,15,9168,2620,5204,282,29,60,17363
1/8/2023,16,9257,2765,5571,212,12,50,17867
1/8/2023,17,9270,3335,5883,175,3,47,18713
1/8/2023,18,9270,3921,5843,180,0,53,19267
1/8/2023,19,9273,3747,5875,214,0,46,19155
1/8/2023,20,9277,3565,5843,270,0,34,18989
1/8/2023,21,9267,3291,5511,297,0,34,18400
1/8/2023,22,9270,3032,5084,301,0,34,17721
1/8/2023,23,9280,2166,4801,509,0,34,16790
1/8/2023,24,9299,1071,4597,696,0,25,15688
1/9/2023,1,9364,579,3763,857,0,22,14585
1/9/2023,2,9426,550,3627,1055,0,22,14680
1/9/2023,3,9451,647,3706,1139,0,22,14965
1/9/2023,4,9476,632,3932,1175,0,22,15237
1/9/2023,5,9558,1090,3586,1326,0,22,15582
1/9/2023,6,9630,1739,3404,1549,0,22,16344
1/9/2023,7,9669,2221,3993,1852,0,28,17763
1/9/2023,8,9689,2519,5272,2087,0,33,19600
1/9/2023,9,9748,2507,5301,2274,10,33,19873
1/9/2023,10,9769,2395,5007,2658,29,33,19891
1/9/2023,11,9783,2368,4599,2616,114,32,19512
1/9/2023,12,9791,2366,4026,2799,147,31,19160
1/9/2023,13,9791,2196,3889,2648,151,31,18706
1/9/2023,14,9788,2186,3923,3083,110,32,19122
1/9/2023,15,9789,1842,4230,2446,70,32,18409
1/9/2023,16,9808,1963,4426,2923,35,32,19187
1/9/2023,17,9918,2513,5048,2696,8,45,20228
1/9/2023,18,10065,2787,5868,2353,0,72,21145
1/9/2023,19,10148,2759,5710,2358,0,82,21057
1/9/2023,20,10151,2750,5141,2081,0,82,20205
1/9/2023,21,10154,1995,5330,1724,0,82,19285
1/9/2023,22,10152,1585,5018,1495,0,82,18332
1/9/2023,23,9900,1263,4813,1288,0,44,17308
1/9/2023,24,9886,771,4488,1033,0,25,16203
1/10/2023,1,9886,536,4537,799,0,21,15779
1/10/2023,2,9885,617,4004,640,0,21,15167
1/10/2023,3,9886,935,4010,523,0,21,15375
1/10/2023,4,9888,1399,3981,484,0,21,15773
1/10/2023,5,9888,1824,3902,351,0,21,15986
1/10/2023,6,9828,2008,4366,250,0,30,16482
1/10/2023,7,9920,2448,4933,226,0,70,17597
1/10/2023,8,9928,3155,5464,251,0,84,18882
1/10/2023,9,9928,3404,5513,282,3,85,19215
1/10/2023,10,9931,2555,5404,362,32,84,18368
1/10/2023,11,9937,2576,5559,318,118,84,18592
1/10/2023,12,9997,2534,5465,286,194,87,18563
1/10/2023,13,10045,2299,5465,270,224,105,18408
1/10/2023,14,10037,2289,5356,274,199,103,18258
1/10/2023,15,9941,2386,5441,317,145,104,18334
1/10/2023,16,9833,2953,5829,361,61,100,19137
1/10/2023,17,9880,3820,5852,454,8,101,20115
1/10/2023,18,9993,4186,5788,647,0,103,20717
1/10/2023,19,10025,4146,5933,662,0,108,20874
1/10/2023,20,10028,3896,5933,816,0,110,20783
1/10/2023,21,10020,3335,5755,1162,0,106,20378
1/10/2023,22,10028,2842,5251,1581,0,108,19810
1/10/2023,23,10026,2308,4914,1776,0,69,19093
1/10/2023,24,10018,1583,4349,1902,0,49,17901
1/11/2023,1,10023,991,4176,2088,0,46,17324
1/11/2023,2,10019,725,3997,2183,0,47,16971
1/11/2023,3,10023,802,4055,1902,0,47,16829
1/11/2023,4,10031,1029,4435,1772,0,47,17314
1/11/2023,5,10031,1540,4455,1873,0,48,17947
1/11/2023,6,10034,1921,4353,2168,0,58,18534
1/11/2023,7,10036,2547,4547,2208,0,102,19440
1/11/2023,8,10032,3257,5474,2386,0,111,21260
1/11/2023,9,10024,3845,5326,2308,28,115,21646
1/11/2023,10,10022,3748,5286,2096,92,110,21354
1/11/2023,11,10019,3768,5227,1762,172,115,21063
1/11/2023,12,10017,3881,5191,1435,186,113,20823
1/11/2023,13,9980,4329,5220,1119,156,119,20923
1/11/2023,14,9978,3696,5082,1147,96,115,20114
1/11/2023,15,9980,3042,5214,1306,53,117,19712
1/11/2023,16,9975,3434,5648,1328,28,116,20529
1/11/2023,17,9977,3184,5772,1605,5,122,20665
1/11/2023,18,9974,3086,5746,2002,0,130,20938
1/11/2023,19,9975,3113,5678,2127,0,128,21021
1/11/2023,20,9980,3185,5644,2275,0,127,21211
1/11/2023,21,9976,3603,5435,2294,0,125,21433
1/11/2023,22,9975,3143,5053,2151,0,77,20399
1/11/2023,23,9979,2207,4910,1896,0,58,19050
1/11/2023,24,9978,1542,4773,1650,0,47,17990
1/12/2023,1,9982,872,4477,1582,0,41,16954
1/12/2023,2,9987,753,4208,1492,0,42,16482
1/12/2023,3,9992,753,4080,1610,0,39,16474
1/12/2023,4,9993,861,3473,1209,0,35,15571
1/12/2023,5,9994,1096,3845,1084,0,35,16054
1/12/2023,6,9925,1528,4514,687,0,64,16718
1/12/2023,7,9900,2248,5358,534,0,96,18136
1/12/2023,8,9902,3295,5698,664,0,110,19669
1/12/2023,9,9900,3565,5589,789,0,115,19958
1/12/2023,10,9901,3234,5406,788,11,113,19453
1/12/2023,11,9949,3217,5376,709,19,112,19382
1/12/2023,12,9985,3719,5298,721,26,113,19862
1/12/2023,13,9903,3747,5118,765,26,117,19676
1/12/2023,14,9847,3479,5087,1223,22,127,19785
1/12/2023,15,9843,2810,4876,1671,13,126,19339
1/12/2023,16,9848,2673,4739,2110,6,129,19505
1/12/2023,17,9846,2679,5253,2449,0,125,20352
1/12/2023,18,9847,2691,5232,2908,0,125,20803
1/12/2023,19,9855,2310,4797,2969,0,122,20053
1/12/2023,20,9853,1752,5099,3072,0,121,19897
1/12/2023,21,9851,829,5144,3228,0,122,19174
1/12/2023,22,9852,510,4677,3483,0,80,18602
1/12/2023,23,9849,199,4351,3514,0,69,17982
1/12/2023,24,9851,128,3996,3519,0,51,17545
1/13/2023,1,9848,127,3751,3512,0,51,17289
1/13/2023,2,9847,128,3768,3628,0,49,17420
1/13/2023,3,9567,128,4242,3688,0,50,17675
1/13/2023,4,9505,313,4357,3699,0,49,17923
1/13/2023,5,9511,723,4235,3630,0,51,18150
1/13/2023,6,9500,1225,3914,3516,0,49,18204
1/13/2023,7,9491,1541,4142,3328,0,49,18551
1/13/2023,8,9492,1590,4644,3364,0,58,19148
1/13/2023,9,9491,1608,5350,3321,0,62,19832
1/13/2023,10,9490,1731,5267,3199,4,49,19740
1/13/2023,11,9491,1702,5291,3217,13,51,19765
1/13/2023,12,9491,1599,5238,3201,27,43,19599
1/13/2023,13,9511,1621,5157,3110,32,43,19474
1/13/2023,14,9509,1773,5035,3101,33,45,19496
1/13/2023,15,9506,1771,4999,3041,28,50,19395
1/13/2023,16,9508,1771,5017,3075,16,81,19468
1/13/2023,17,9511,1769,5319,3140,3,87,19829
1/13/2023,18,9501,1782,5740,3099,0,78,20200
1/13/2023,19,9513,1781,5663,3068,0,83,20108
1/13/2023,20,9515,1759,5494,2967,0,87,19822
1/13/2023,21,9516,1630,5344,2913,0,81,19484
1/13/2023,22,9510,1217,5075,2854,0,40,18696
1/13/2023,23,9516,853,4740,2631,0,26,17766
1/13/2023,24,9517,400,4526,2507,0,19,16969
1/14/2023,1,9510,344,4240,2587,0,20,16701
1/14/2023,2,9516,315,4001,2449,0,21,16302
1/14/2023,3,9519,316,4044,2223,0,21,16123
1/14/2023,4,9525,316,4242,2005,0,21,16109
1/14/2023,5,9523,506,4383,1838,0,21,16271
1/14/2023,6,9512,987,4614,1470,0,22,16605
1/14/2023,7,9510,1613,4867,1291,0,22,17303
1/14/2023,8,9513,1793,4945,1354,0,27,17632
1/14/2023,9,9508,2211,5508,923,5,32,18187
1/14/2023,10,9513,3097,5683,570,28,32,18923
1/14/2023,11,9511,2745,5571,654,61,33,18575
1/14/2023,12,9509,2537,5582,714,112,33,18487
1/14/2023,13,9513,2082,5579,592,157,32,17955
1/14/2023,14,9520,1992,5020,817,168,34,17551
1/14/2023,15,9519,2267,4815,897,153,34,17685
1/14/2023,16,9518,2474,5191,702,94,33,18012
1/14/2023,17,9518,2496,5935,521,25,33,18528
1/14/2023,18,9515,3309,6283,407,0,32,19546
1/14/2023,19,9515,3283,6410,460,0,33,19701
1/14/2023,20,9517,2728,6453,480,0,33,19211
1/14/2023,21,9517,2704,6158,484,0,33,18896
1/14/2023,22,9514,2438,5813,609,0,33,18407
1/14/2023,23,9506,2099,5398,522,0,33,17558
1/14/2023,24,9504,1431,5238,422,0,26,16621
1/15/2023,1,9504,1369,4345,415,0,22,15655
1/15/2023,2,9509,1351,4424,361,0,22,15667
1/15/2023,3,9509,1352,4321,293,0,22,15497
1/15/2023,4,9505,1495,4487,271,0,22,15780
1/15/2023,5,9500,1815,4127,303,0,22,15767
1/15/2023,6,9499,2119,4443,337,0,22,16420
1/15/2023,7,9507,2118,4126,353,0,22,16126
1/15/2023,8,9507,1869,4566,419,0,27,16388
1/15/2023,9,9506,2254,5008,466,15,32,17281
1/15/2023,10,9502,2303,4964,480,49,33,17331
1/15/2023,11,9506,1986,5048,409,103,33,17085
1/15/2023,12,9503,1915,5163,437,125,33,17176
1/15/2023,13,9499,2072,4751,457,136,34,16949
1/15/2023,14,9502,2364,4571,472,165,33,17107
1/15/2023,15,9510,2553,4705,467,177,33,17445
1/15/2023,16,9509,2650,4753,481,138,33,17564
1/15/2023,17,9489,2766,5583,526,36,33,18433
1/15/2023,18,9485,3013,6033,644,0,33,19208
1/15/2023,19,9484,3067,5753,956,0,34,19294
1/15/2023,20,9490,2756,5429,1325,0,34,19034
1/15/2023,21,9483,2457,5024,1474,0,34,18472
1/15/2023,22,9492,1897,4635,1635,0,34,17693
1/15/2023,23,9496,1304,4212,1761,0,34,16807
1/15/2023,24,9495,810,3726,1950,0,29,16010
1/16/2023,1,9501,807,3591,1802,0,24,15725
1/16/2023,2,9496,717,3785,1736,0,24,15758
1/16/2023,3,9492,736,3750,1836,0,24,15838
1/16/2023,4,9487,827,3761,1845,0,24,15944
1/16/2023,5,9496,1245,3612,1848,0,24,16225
1/16/2023,6,9503,1757,3426,1959,0,24,16669
1/16/2023,7,9504,2134,4289,1856,0,29,17812
1/16/2023,8,9503,2273,4989,2089,0,33,18887
1/16/2023,9,9497,2865,5408,1817,38,33,19658
1/16/2023,10,9497,2103,5343,1882,149,33,19007
1/16/2023,11,9491,1985,4861,1919,245,32,18533
1/16/2023,12,9486,2047,4600,1742,302,32,18209
1/16/2023,13,9488,2123,4221,1743,315,31,17921
1/16/2023,14,9489,2193,4234,1695,309,31,17951
1/16/2023,15,9494,2131,4419,1681,244,31,18000
1/16/2023,16,9491,2137,4921,1810,128,31,18518
1/16/2023,17,9495,2191,5539,2357,17,32,19631
1/16/2023,18,9493,2104,5437,2742,0,32,19808
1/16/2023,19,9489,2098,5177,2690,0,33,19487
1/16/2023,20,9488,1800,4964,2783,0,33,19068
1/16/2023,21,9481,1589,4894,2969,0,34,18967
1/16/2023,22,9478,1053,4493,2960,0,33,18017
1/16/2023,23,9478,612,3957,2952,0,33,17032
1/16/2023,24,9475,214,3734,2743,0,25,16191
1/17/2023,1,9473,133,3654,2693,0,23,15976
1/17/2023,2,9473,206,3616,2521,0,23,15839
1/17/2023,3,9476,216,3733,2345,0,23,15793
1/17/2023,4,9475,578,3748,2198,0,23,16022
1/17/2023,5,9481,1103,3638,2261,0,23,16506
1/17/2023,6,9483,1868,3872,2103,0,23,17349
1/17/2023,7,9483,2223,4645,2426,0,28,18805
1/17/2023,8,9481,2375,5100,2557,1,33,19547
1/17/2023,9,9477,2456,5401,2579,9,33,19955
1/17/2023,10,9468,2451,4666,1900,21,33,18539
1/17/2023,11,9469,2449,4696,2458,42,33,19147
1/17/2023,12,9467,2449,4873,2511,61,33,19394
1/17/2023,13,9460,2459,4889,2598,53,33,19492
1/17/2023,14,9465,2489,4983,2595,53,33,19618
1/17/2023,15,9468,2389,5379,2248,29,33,19546
1/17/2023,16,9470,2352,5337,2383,32,33,19607
1/17/2023,17,9467,2350,5104,2708,8,33,19670
1/17/2023,18,9464,2352,5906,2752,0,33,20507
1/17/2023,19,9463,2351,5404,2738,0,33,19989
1/17/2023,20,9468,2221,5529,2750,0,34,20002
1/17/2023,21,9467,1776,5258,2773,0,33,19307
1/17/2023,22,9439,1398,4358,2726,0,33,17954
1/17/2023,23,9458,880,3823,2778,0,33,16972
1/17/2023,24,9459,236,3606,2731,0,25,16057
1/18/2023,1,9454,127,3445,2287,0,22,15335
1/18/2023,2,9449,127,3305,2167,0,22,15070
1/18/2023,3,9453,128,3384,2079,0,22,15066
1/18/2023,4,9443,201,3378,2222,0,22,15266
1/18/2023,5,9438,432,3439,2694,0,10,16013
1/18/2023,6,9444,778,3669,2535,0,18,16444
1/18/2023,7,9442,1045,4371,2259,0,30,17147
1/18/2023,8,9440,1503,5240,2068,0,32,18283
1/18/2023,9,9443,2074,5436,1933,2,33,18921
1/18/2023,10,9442,2611,5274,1465,23,32,18847
1/18/2023,11,9442,2964,5456,1240,58,33,19193
1/18/2023,12,9437,3060,5117,1068,46,33,18761
1/18/2023,13,9435,3105,5086,1023,48,33,18730
1/18/2023,14,9438,3107,5289,816,46,36,18732
1/18/2023,15,9441,3146,4960,776,59,33,18415
1/18/2023,16,9445,3235,5132,542,32,33,18419
1/18/2023,17,9443,3103,5868,345,4,33,18796
1/18/2023,18,9453,4038,6082,218,0,33,19824
1/18/2023,19,9451,3284,5920,384,0,32,19071
1/18/2023,20,9451,2962,5792,410,0,32,18647
1/18/2023,21,9448,2796,5357,433,0,32,18066
1/18/2023,22,9444,2497,5086,458,0,32,17517
1/18/2023,23,9445,1495,5238,495,0,32,16705
1/18/2023,24,9444,906,4981,685,0,27,16043
1/19/2023,1,9445,841,4628,1048,0,22,15984
1/19/2023,2,9443,554,3676,1587,0,22,15282
1/19/2023,3,9444,181,3757,2174,0,22,15578
1/19/2023,4,9442,123,4009,2447,0,22,16043
1/19/2023,5,9449,225,3890,2823,0,22,16409
1/19/2023,6,9449,411,3551,3021,0,22,16454
1/19/2023,7,9453,824,3823,2980,0,27,17107
1/19/2023,8,9451,850,4064,3863,0,32,18260
1/19/2023,9,9442,1057,4499,4000,2,33,19033
1/19/2023,10,9438,1316,4656,3886,12,33,19341
1/19/2023,11,9429,1550,4863,3778,27,33,19680
1/19/2023,12,9429,1814,4945,3439,34,33,19694
1/19/2023,13,9424,2077,5130,3051,34,33,19749
1/19/2023,14,9422,2069,4788,3280,32,33,19624
1/19/2023,15,9414,2142,4505,2739,26,32,18858
1/19/2023,16,9421,2133,5328,1934,18,32,18866
1/19/2023,17,9432,2649,5568,1481,3,31,19164
1/19/2023,18,9432,2866,5711,1324,0,30,19363
1/19/2023,19,9438,3012,5693,1143,0,30,19316
1/19/2023,20,9440,3004,5677,913,0,30,19064
1/19/2023,21,9440,2360,5707,975,0,30,18512
1/19/2023,22,9441,2014,4931,1469,0,30,17885
1/19/2023,23,9444,1194,4285,1807,0,30,16760
1/19/2023,24,9445,614,4239,2067,0,25,16390
1/20/2023,1,9449,241,4186,2337,0,20,16233
1/20/2023,2,9450,132,3946,2418,0,20,15966
1/20/2023,3,9452,132,4072,2498,0,20,16174
1/20/2023,4,9451,213,4414,2513,0,20,16611
1/20/2023,5,9443,465,4288,2467,0,20,16683
1/20/2023,6,9441,858,4057,2188,0,20,16564
1/20/2023,7,9445,1503,4299,2052,0,20,17319
1/20/2023,8,9450,1688,4609,2027,0,26,17800
1/20/2023,9,9445,2499,4824,1917,3,32,18720
1/20/2023,10,9451,2874,4709,1708,22,32,18796
1/20/2023,11,9447,2944,4682,1605,54,32,18764
1/20/2023,12,9442,2360,4723,1944,75,32,18576
1/20/2023,13,9454,2465,4253,2116,88,33,18409
1/20/2023,14,9456,2458,4462,1649,82,32,18139
1/20/2023,15,9459,2461,4865,1277,82,33,18177
1/20/2023,16,9464,2332,4985,1328,42,33,18184
1/20/2023,17,9458,2414,5437,1364,9,33,18715
1/20/2023,18,9459,2505,6004,1276,0,33,19277
1/20/2023,19,9459,2542,5910,1218,0,32,19161
1/20/2023,20,9457,2493,5809,1150,0,32,18941
1/20/2023,21,9458,2378,5716,990,0,32,18574
1/20/2023,22,9449,1872,5492,749,0,32,17594
1/20/2023,23,9459,1856,5208,563,0,32,17118
1/20/2023,24,9458,1691,4782,323,0,22,16276
1/21/2023,1,9454,1294,4722,169,0,19,15658
1/21/2023,2,9456,1271,4510,107,0,19,15363
1/21/2023,3,9449,1164,4219,125,0,19,14976
1/21/2023,4,9440,1313,4096,227,0,19,15095
1/21/2023,5,9444,1283,4059,311,0,19,15116
1/21/2023,6,9452,1286,4093,281,0,19,15131
1/21/2023,7,9459,1291,4637,238,0,22,15647
1/21/2023,8,9459,1484,5154,218,0,26,16341
1/21/2023,9,9461,1717,5496,181,0,33,16888
1/21/2023,10,9462,2212,5680,170,14,32,17570
1/21/2023,11,9462,2676,5478,111,28,33,17788
1/21/2023,12,9460,3185,5180,189,36,33,18083
1/21/2023,13,9462,2940,5042,381,33,33,17891
1/21/2023,14,9460,2584,4996,714,28,33,17815
1/21/2023,15,9472,2328,5110,683,25,33,17651
1/21/2023,16,9483,2313,5329,557,16,33,17731
1/21/2023,17,9483,2348,5758,527,2,33,18151
1/21/2023,18,9480,2436,6003,658,0,33,18610
1/21/2023,19,9477,2418,5834,763,0,33,18525
1/21/2023,20,9480,2127,5783,743,0,33,18166
1/21/2023,21,9481,1584,5725,776,0,33,17599
1/21/2023,22,9483,1394,5271,900,0,33,17081
1/21/2023,23,9478,1167,4885,790,0,33,16353
1/21/2023,24,9482,643,4682,714,0,23,15544
1/22/2023,1,9484,506,4564,684,0,20,15258
1/22/2023,2,9489,504,4502,604,0,20,15119
1/22/2023,3,9504,363,4301,530,0,20,14718
1/22/2023,4,9563,316,4316,292,0,26,14513
